ParameterName,IsSpike,Value,Time
Temperature,Yes,33,01/03/2024 11:06:56
Temperature,Yes,12,01/03/2024 11:06:51
Temperature,Yes,2,01/03/2024 11:06:36
Temperature,Yes,97,01/03/2024 11:06:16
Temperature,Yes,2,01/03/2024 11:06:01
Temperature,Yes,98,01/03/2024 11:05:36
Temperature,Yes,5,01/03/2024 11:05:26
Temperature,Yes,95,01/03/2024 11:04:56
Temperature,Yes,57,01/03/2024 11:04:26
Temperature,Yes,69,01/03/2024 11:04:06
Temperature,Yes,6,01/03/2024 11:03:51
Temperature,Yes,80,01/03/2024 11:03:36
Temperature,Yes,74,01/03/2024 11:09:16
Temperature,Yes,83,01/03/2024 11:08:56
Temperature,Yes,90,01/03/2024 11:08:21
Temperature,Yes,15,01/03/2024 11:08:16
Temperature,Yes,33,01/03/2024 11:06:56
Temperature,Yes,12,01/03/2024 11:06:51
Temperature,Yes,2,01/03/2024 11:06:36
Temperature,Yes,97,01/03/2024 11:06:16
Temperature,Yes,2,01/03/2024 11:06:01
Temperature,Yes,98,01/03/2024 11:05:36
Temperature,Yes,5,01/03/2024 11:05:26
Temperature,Yes,95,01/03/2024 11:04:56
Temperature,Yes,0,01/03/2024 11:11:02
Temperature,Yes,81,01/03/2024 11:10:52
Temperature,Yes,9,01/03/2024 11:10:27
Temperature,Yes,11,01/03/2024 11:09:21
Temperature,Yes,74,01/03/2024 11:09:16
Temperature,Yes,83,01/03/2024 11:08:56
Temperature,Yes,90,01/03/2024 11:08:21
Temperature,Yes,15,01/03/2024 11:08:16
Temperature,Yes,33,01/03/2024 11:06:56
Temperature,Yes,12,01/03/2024 11:06:51
Temperature,Yes,2,01/03/2024 11:06:36
Temperature,Yes,97,01/03/2024 11:06:16
Temperature,Yes,2,01/03/2024 11:06:01
Temperature,Yes,82,01/03/2024 11:11:52
Temperature,Yes,94,01/03/2024 11:11:22
Temperature,Yes,0,01/03/2024 11:11:02
Temperature,Yes,81,01/03/2024 11:10:52
Temperature,Yes,9,01/03/2024 11:10:27
Temperature,Yes,11,01/03/2024 11:09:21
Temperature,Yes,74,01/03/2024 11:09:16
Temperature,Yes,83,01/03/2024 11:08:56
Temperature,Yes,90,01/03/2024 11:08:21
Temperature,Yes,15,01/03/2024 11:08:16
Temperature,Yes,33,01/03/2024 11:06:56
Temperature,Yes,91,01/03/2024 11:12:42
Temperature,Yes,92,01/03/2024 11:12:22
Temperature,Yes,1,01/03/2024 11:12:17
Temperature,Yes,82,01/03/2024 11:11:52
Temperature,Yes,94,01/03/2024 11:11:22
Temperature,Yes,0,01/03/2024 11:11:02
Temperature,Yes,9,01/03/2024 11:10:27
Temperature,Yes,11,01/03/2024 11:09:21
Temperature,Yes,74,01/03/2024 11:09:16
Temperature,Yes,83,01/03/2024 11:08:56
Temperature,Yes,90,01/03/2024 11:08:21
Temperature,Yes,15,01/03/2024 11:08:16
Temperature,Yes,69,01/03/2024 11:13:37
Temperature,Yes,76,01/03/2024 11:13:27
Temperature,Yes,16,01/03/2024 11:12:47
Temperature,Yes,92,01/03/2024 11:12:22
Temperature,Yes,1,01/03/2024 11:12:17
Temperature,Yes,82,01/03/2024 11:11:52
Temperature,Yes,94,01/03/2024 11:11:22
Temperature,Yes,0,01/03/2024 11:11:02
Temperature,Yes,9,01/03/2024 11:10:27
Temperature,Yes,11,01/03/2024 11:09:21
Temperature,Yes,74,01/03/2024 11:09:16
Temperature,Yes,83,01/03/2024 11:08:56
Temperature,Yes,39,01/03/2024 11:15:02
Temperature,Yes,6,01/03/2024 11:14:52
Temperature,Yes,96,01/03/2024 11:14:32
Temperature,Yes,6,01/03/2024 11:14:12
Temperature,Yes,69,01/03/2024 11:13:37
Temperature,Yes,76,01/03/2024 11:13:27
Temperature,Yes,16,01/03/2024 11:12:47
Temperature,Yes,92,01/03/2024 11:12:22
Temperature,Yes,1,01/03/2024 11:12:17
Temperature,Yes,82,01/03/2024 11:11:52
Temperature,Yes,94,01/03/2024 11:11:22
Temperature,Yes,0,01/03/2024 11:11:02
Temperature,Yes,9,01/03/2024 11:10:27
Temperature,Yes,1,01/03/2024 11:15:52
Temperature,Yes,90,01/03/2024 11:15:32
Temperature,Yes,52,01/03/2024 11:15:07
Temperature,Yes,39,01/03/2024 11:15:02
Temperature,Yes,6,01/03/2024 11:14:52
Temperature,Yes,96,01/03/2024 11:14:32
Temperature,Yes,6,01/03/2024 11:14:12
Temperature,Yes,69,01/03/2024 11:13:37
Temperature,Yes,76,01/03/2024 11:13:27
Temperature,Yes,16,01/03/2024 11:12:47
Temperature,Yes,92,01/03/2024 11:12:22
Temperature,Yes,1,01/03/2024 11:12:17
Temperature,Yes,82,01/03/2024 11:11:52
Temperature,Yes,94,01/03/2024 11:16:52
Temperature,Yes,93,01/03/2024 11:16:42
Temperature,Yes,37,01/03/2024 11:16:07
Temperature,Yes,1,01/03/2024 11:15:52
Temperature,Yes,90,01/03/2024 11:15:32
Temperature,Yes,52,01/03/2024 11:15:07
Temperature,Yes,39,01/03/2024 11:15:02
Temperature,Yes,6,01/03/2024 11:14:52
Temperature,Yes,96,01/03/2024 11:14:32
Temperature,Yes,6,01/03/2024 11:14:12
Temperature,Yes,69,01/03/2024 11:13:37
Temperature,Yes,76,01/03/2024 11:13:27
Temperature,Yes,16,01/03/2024 11:12:47
Temperature,Yes,34,01/03/2024 11:17:47
Temperature,Yes,71,01/03/2024 11:17:32
Temperature,Yes,23,01/03/2024 11:17:27
Temperature,Yes,2,01/03/2024 11:17:12
Temperature,Yes,94,01/03/2024 11:16:52
Temperature,Yes,93,01/03/2024 11:16:42
Temperature,Yes,37,01/03/2024 11:16:07
Temperature,Yes,1,01/03/2024 11:15:52
Temperature,Yes,90,01/03/2024 11:15:32
Temperature,Yes,52,01/03/2024 11:15:07
Temperature,Yes,39,01/03/2024 11:15:02
Temperature,Yes,6,01/03/2024 11:14:52
Temperature,Yes,96,01/03/2024 11:14:32
Temperature,Yes,6,01/03/2024 11:14:12
Temperature,Yes,69,01/03/2024 11:13:37
Temperature,Yes,76,01/03/2024 11:13:27
Temperature,Yes,11,01/03/2024 11:18:43
Temperature,Yes,86,01/03/2024 11:18:33
Temperature,Yes,34,01/03/2024 11:17:47
Temperature,Yes,71,01/03/2024 11:17:32
Temperature,Yes,23,01/03/2024 11:17:27
Temperature,Yes,2,01/03/2024 11:17:12
Temperature,Yes,94,01/03/2024 11:16:52
Temperature,Yes,93,01/03/2024 11:16:42
Temperature,Yes,37,01/03/2024 11:16:07
Temperature,Yes,1,01/03/2024 11:15:52
Temperature,Yes,90,01/03/2024 11:15:32
Temperature,Yes,52,01/03/2024 11:15:07
Temperature,Yes,39,01/03/2024 11:15:02
Temperature,Yes,6,01/03/2024 11:14:52
Temperature,Yes,96,01/03/2024 11:14:32
Temperature,Yes,94,01/03/2024 11:19:28
Temperature,Yes,11,01/03/2024 11:18:43
Temperature,Yes,86,01/03/2024 11:18:33
Temperature,Yes,34,01/03/2024 11:17:47
Temperature,Yes,71,01/03/2024 11:17:32
Temperature,Yes,23,01/03/2024 11:17:27
Temperature,Yes,2,01/03/2024 11:17:12
Temperature,Yes,94,01/03/2024 11:16:52
Temperature,Yes,93,01/03/2024 11:16:42
Temperature,Yes,37,01/03/2024 11:16:07
Temperature,Yes,1,01/03/2024 11:15:52
Temperature,Yes,90,01/03/2024 11:15:32
Temperature,Yes,41,01/03/2024 11:20:33
Temperature,Yes,4,01/03/2024 11:20:28
Temperature,Yes,95,01/03/2024 11:20:23
Temperature,Yes,94,01/03/2024 11:19:28
Temperature,Yes,11,01/03/2024 11:18:43
Temperature,Yes,86,01/03/2024 11:18:33
Temperature,Yes,34,01/03/2024 11:17:47
Temperature,Yes,71,01/03/2024 11:17:32
Temperature,Yes,23,01/03/2024 11:17:27
Temperature,Yes,2,01/03/2024 11:17:12
Temperature,Yes,94,01/03/2024 11:16:52
Temperature,Yes,93,01/03/2024 11:16:42
Temperature,Yes,97,01/03/2024 11:21:43
Temperature,Yes,37,01/03/2024 11:21:18
Temperature,Yes,1,01/03/2024 11:21:08
Temperature,Yes,4,01/03/2024 11:20:28
Temperature,Yes,95,01/03/2024 11:20:23
Temperature,Yes,94,01/03/2024 11:19:28
Temperature,Yes,11,01/03/2024 11:18:43
Temperature,Yes,86,01/03/2024 11:18:33
Temperature,Yes,34,01/03/2024 11:17:47
Temperature,Yes,71,01/03/2024 11:17:32
Temperature,Yes,23,01/03/2024 11:17:27
Temperature,Yes,4,01/03/2024 11:22:58
Temperature,Yes,65,01/03/2024 11:22:28
Temperature,Yes,96,01/03/2024 11:22:13
Temperature,Yes,97,01/03/2024 11:21:43
Temperature,Yes,37,01/03/2024 11:21:18
Temperature,Yes,1,01/03/2024 11:21:08
Temperature,Yes,4,01/03/2024 11:20:28
Temperature,Yes,95,01/03/2024 11:20:23
Temperature,Yes,94,01/03/2024 11:19:28
Temperature,Yes,11,01/03/2024 11:18:43
Temperature,Yes,86,01/03/2024 11:18:33
Temperature,Yes,18,01/03/2024 11:23:38
Temperature,Yes,12,01/03/2024 11:23:23
Temperature,Yes,79,01/03/2024 11:23:18
Temperature,Yes,70,01/03/2024 11:23:08
Temperature,Yes,4,01/03/2024 11:22:58
Temperature,Yes,65,01/03/2024 11:22:28
Temperature,Yes,96,01/03/2024 11:22:13
Temperature,Yes,97,01/03/2024 11:21:43
Temperature,Yes,37,01/03/2024 11:21:18
Temperature,Yes,1,01/03/2024 11:21:08
Temperature,Yes,4,01/03/2024 11:20:28
Temperature,Yes,95,01/03/2024 11:20:23
Temperature,Yes,94,01/03/2024 11:19:28
Temperature,Yes,89,01/03/2024 11:24:43
Temperature,Yes,1,01/03/2024 11:24:18
Temperature,Yes,97,01/03/2024 11:24:13
Temperature,Yes,18,01/03/2024 11:23:38
Temperature,Yes,79,01/03/2024 11:23:18
Temperature,Yes,70,01/03/2024 11:23:08
Temperature,Yes,4,01/03/2024 11:22:58
Temperature,Yes,65,01/03/2024 11:22:28
Temperature,Yes,96,01/03/2024 11:22:13
Temperature,Yes,97,01/03/2024 11:21:43
Temperature,Yes,37,01/03/2024 11:21:18
Temperature,Yes,1,01/03/2024 11:21:08
Temperature,Yes,4,01/03/2024 11:20:28
Temperature,Yes,99,01/03/2024 11:25:58
Temperature,Yes,2,01/03/2024 11:25:38
Temperature,Yes,89,01/03/2024 11:24:43
Temperature,Yes,1,01/03/2024 11:24:18
Temperature,Yes,97,01/03/2024 11:24:13
Temperature,Yes,18,01/03/2024 11:23:38
Temperature,Yes,79,01/03/2024 11:23:18
Temperature,Yes,70,01/03/2024 11:23:08
Temperature,Yes,4,01/03/2024 11:22:58
Temperature,Yes,65,01/03/2024 11:22:28
Temperature,Yes,96,01/03/2024 11:22:13
Temperature,Yes,97,01/03/2024 11:21:43
Temperature,Yes,12,01/03/2024 11:27:03
Temperature,Yes,36,01/03/2024 11:26:28
Temperature,Yes,17,01/03/2024 11:26:23
Temperature,Yes,99,01/03/2024 11:25:58
Temperature,Yes,2,01/03/2024 11:25:38
Temperature,Yes,89,01/03/2024 11:24:43
Temperature,Yes,1,01/03/2024 11:24:18
Temperature,Yes,97,01/03/2024 11:24:13
Temperature,Yes,18,01/03/2024 11:23:38
Temperature,Yes,79,01/03/2024 11:23:18
Temperature,Yes,70,01/03/2024 11:23:08
Temperature,Yes,4,01/03/2024 11:22:58
Temperature,Yes,65,01/03/2024 11:22:28
Temperature,Yes,22,01/03/2024 11:28:03
Temperature,Yes,26,01/03/2024 11:27:53
Temperature,Yes,98,01/03/2024 11:27:28
Temperature,Yes,95,01/03/2024 11:27:18
Temperature,Yes,25,01/03/2024 11:27:08
Temperature,Yes,12,01/03/2024 11:27:03
Temperature,Yes,36,01/03/2024 11:26:28
Temperature,Yes,17,01/03/2024 11:26:23
Temperature,Yes,99,01/03/2024 11:25:58
Temperature,Yes,2,01/03/2024 11:25:38
Temperature,Yes,89,01/03/2024 11:24:43
Temperature,Yes,1,01/03/2024 11:24:18
Temperature,Yes,97,01/03/2024 11:24:13
Temperature,Yes,18,01/03/2024 11:23:38
Temperature,Yes,8,01/03/2024 11:28:59
Temperature,Yes,16,01/03/2024 11:28:54
Temperature,Yes,89,01/03/2024 11:28:33
Temperature,Yes,22,01/03/2024 11:28:03
Temperature,Yes,26,01/03/2024 11:27:53
Temperature,Yes,98,01/03/2024 11:27:28
Temperature,Yes,95,01/03/2024 11:27:18
Temperature,Yes,25,01/03/2024 11:27:08
Temperature,Yes,12,01/03/2024 11:27:03
Temperature,Yes,36,01/03/2024 11:26:28
Temperature,Yes,17,01/03/2024 11:26:23
Temperature,Yes,99,01/03/2024 11:25:58
Temperature,Yes,2,01/03/2024 11:25:38
Temperature,Yes,89,01/03/2024 11:24:43
Temperature,Yes,98,01/03/2024 11:29:39
Temperature,Yes,91,01/03/2024 11:29:19
Temperature,Yes,8,01/03/2024 11:28:59
Temperature,Yes,16,01/03/2024 11:28:54
Temperature,Yes,89,01/03/2024 11:28:33
Temperature,Yes,22,01/03/2024 11:28:03
Temperature,Yes,26,01/03/2024 11:27:53
Temperature,Yes,98,01/03/2024 11:27:28
Temperature,Yes,95,01/03/2024 11:27:18
Temperature,Yes,25,01/03/2024 11:27:08
Temperature,Yes,12,01/03/2024 11:27:03
Temperature,Yes,36,01/03/2024 11:26:28
Temperature,Yes,17,01/03/2024 11:26:23
Temperature,Yes,99,01/03/2024 11:25:58
Temperature,Yes,2,01/03/2024 11:25:38
Temperature,Yes,57,01/03/2024 11:30:49
Temperature,Yes,82,01/03/2024 11:30:34
Temperature,Yes,97,01/03/2024 11:30:19
Temperature,Yes,19,01/03/2024 11:30:14
Temperature,Yes,1,01/03/2024 11:30:09
Temperature,Yes,98,01/03/2024 11:29:39
Temperature,Yes,91,01/03/2024 11:29:19
Temperature,Yes,8,01/03/2024 11:28:59
Temperature,Yes,16,01/03/2024 11:28:54
Temperature,Yes,89,01/03/2024 11:28:33
Temperature,Yes,22,01/03/2024 11:28:03
Temperature,Yes,26,01/03/2024 11:27:53
Temperature,Yes,98,01/03/2024 11:27:28
Temperature,Yes,95,01/03/2024 11:27:18
Temperature,Yes,25,01/03/2024 11:27:08
Temperature,Yes,12,01/03/2024 11:27:03
Temperature,Yes,36,01/03/2024 11:26:28
Temperature,Yes,99,01/03/2024 11:32:04
Temperature,Yes,42,01/03/2024 11:31:14
Temperature,Yes,57,01/03/2024 11:30:49
Temperature,Yes,82,01/03/2024 11:30:34
Temperature,Yes,28,01/03/2024 11:30:24
Temperature,Yes,97,01/03/2024 11:30:19
Temperature,Yes,19,01/03/2024 11:30:14
Temperature,Yes,1,01/03/2024 11:30:09
Temperature,Yes,98,01/03/2024 11:29:39
Temperature,Yes,91,01/03/2024 11:29:19
Temperature,Yes,8,01/03/2024 11:28:59
Temperature,Yes,16,01/03/2024 11:28:54
Temperature,Yes,89,01/03/2024 11:28:33
Temperature,Yes,22,01/03/2024 11:28:03
Temperature,Yes,26,01/03/2024 11:27:53
Temperature,Yes,98,01/03/2024 11:27:28
Temperature,Yes,11,01/03/2024 11:32:54
Temperature,Yes,4,01/03/2024 11:32:19
Temperature,Yes,7,01/03/2024 11:32:14
Temperature,Yes,99,01/03/2024 11:32:04
Temperature,Yes,42,01/03/2024 11:31:14
Temperature,Yes,57,01/03/2024 11:30:49
Temperature,Yes,82,01/03/2024 11:30:34
Temperature,Yes,28,01/03/2024 11:30:24
Temperature,Yes,97,01/03/2024 11:30:19
Temperature,Yes,19,01/03/2024 11:30:14
Temperature,Yes,1,01/03/2024 11:30:09
Temperature,Yes,98,01/03/2024 11:29:39
Temperature,Yes,91,01/03/2024 11:29:19
Temperature,Yes,8,01/03/2024 11:28:59
Temperature,Yes,16,01/03/2024 11:28:54
Temperature,Yes,89,01/03/2024 11:28:33
Temperature,Yes,58,01/03/2024 11:34:04
Temperature,Yes,8,01/03/2024 11:33:44
Temperature,Yes,92,01/03/2024 11:33:34
Temperature,Yes,11,01/03/2024 11:32:54
Temperature,Yes,4,01/03/2024 11:32:19
Temperature,Yes,7,01/03/2024 11:32:14
Temperature,Yes,99,01/03/2024 11:32:04
Temperature,Yes,42,01/03/2024 11:31:14
Temperature,Yes,57,01/03/2024 11:30:49
Temperature,Yes,82,01/03/2024 11:30:34
Temperature,Yes,28,01/03/2024 11:30:24
Temperature,Yes,97,01/03/2024 11:30:19
Temperature,Yes,19,01/03/2024 11:30:14
Temperature,Yes,1,01/03/2024 11:30:09
Temperature,Yes,98,01/03/2024 11:29:39
Temperature,Yes,89,01/03/2024 11:34:49
Temperature,Yes,11,01/03/2024 11:34:34
Temperature,Yes,8,01/03/2024 11:33:44
Temperature,Yes,92,01/03/2024 11:33:34
Temperature,Yes,84,01/03/2024 11:33:29
Temperature,Yes,11,01/03/2024 11:32:54
Temperature,Yes,4,01/03/2024 11:32:19
Temperature,Yes,7,01/03/2024 11:32:14
Temperature,Yes,99,01/03/2024 11:32:04
Temperature,Yes,42,01/03/2024 11:31:14
Temperature,Yes,57,01/03/2024 11:30:49
Temperature,Yes,82,01/03/2024 11:30:34
Temperature,Yes,8,01/03/2024 11:36:04
Temperature,Yes,90,01/03/2024 11:35:59
Temperature,Yes,18,01/03/2024 11:35:44
Temperature,Yes,79,01/03/2024 11:35:19
Temperature,Yes,13,01/03/2024 11:35:14
Temperature,Yes,89,01/03/2024 11:34:49
Temperature,Yes,11,01/03/2024 11:34:34
Temperature,Yes,91,01/03/2024 11:34:29
Temperature,Yes,8,01/03/2024 11:33:44
Temperature,Yes,92,01/03/2024 11:33:34
Temperature,Yes,84,01/03/2024 11:33:29
Temperature,Yes,11,01/03/2024 11:32:54
Temperature,Yes,4,01/03/2024 11:32:19
Temperature,Yes,7,01/03/2024 11:32:14
Temperature,Yes,99,01/03/2024 11:32:04
Temperature,Yes,32,01/03/2024 11:37:04
Temperature,Yes,31,01/03/2024 11:36:49
Temperature,Yes,18,01/03/2024 11:36:44
Temperature,Yes,64,01/03/2024 11:36:14
Temperature,Yes,83,01/03/2024 11:36:09
Temperature,Yes,90,01/03/2024 11:35:59
Temperature,Yes,18,01/03/2024 11:35:44
Temperature,Yes,79,01/03/2024 11:35:19
Temperature,Yes,13,01/03/2024 11:35:14
Temperature,Yes,89,01/03/2024 11:34:49
Temperature,Yes,11,01/03/2024 11:34:34
Temperature,Yes,91,01/03/2024 11:34:29
Temperature,Yes,8,01/03/2024 11:33:44
Temperature,Yes,92,01/03/2024 11:33:34
Temperature,Yes,84,01/03/2024 11:33:29
Temperature,Yes,11,01/03/2024 11:32:54
Temperature,Yes,33,01/03/2024 11:37:59
Temperature,Yes,82,01/03/2024 11:37:54
Temperature,Yes,17,01/03/2024 11:37:29
Temperature,Yes,32,01/03/2024 11:37:04
Temperature,Yes,31,01/03/2024 11:36:49
Temperature,Yes,18,01/03/2024 11:36:44
Temperature,Yes,64,01/03/2024 11:36:14
Temperature,Yes,83,01/03/2024 11:36:09
Temperature,Yes,90,01/03/2024 11:35:59
Temperature,Yes,18,01/03/2024 11:35:44
Temperature,Yes,79,01/03/2024 11:35:19
Temperature,Yes,13,01/03/2024 11:35:14
Temperature,Yes,89,01/03/2024 11:34:49
Temperature,Yes,11,01/03/2024 11:34:34
Temperature,Yes,91,01/03/2024 11:34:29
Temperature,Yes,8,01/03/2024 11:33:44
Temperature,Yes,92,01/03/2024 11:33:34
Temperature,Yes,84,01/03/2024 11:33:29
Temperature,Yes,1,01/03/2024 11:38:24
Temperature,Yes,33,01/03/2024 11:38:09
Temperature,Yes,33,01/03/2024 11:37:59
Temperature,Yes,82,01/03/2024 11:37:54
Temperature,Yes,17,01/03/2024 11:37:29
Temperature,Yes,32,01/03/2024 11:37:04
Temperature,Yes,31,01/03/2024 11:36:49
Temperature,Yes,18,01/03/2024 11:36:44
Temperature,Yes,64,01/03/2024 11:36:14
Temperature,Yes,83,01/03/2024 11:36:09
Temperature,Yes,90,01/03/2024 11:35:59
Temperature,Yes,18,01/03/2024 11:35:44
Temperature,Yes,79,01/03/2024 11:35:19
Temperature,Yes,13,01/03/2024 11:35:14
Temperature,Yes,89,01/03/2024 11:34:49
Temperature,Yes,11,01/03/2024 11:34:34
Temperature,Yes,91,01/03/2024 11:34:29
Temperature,Yes,23,01/03/2024 11:39:30
Temperature,Yes,5,01/03/2024 11:39:10
Temperature,Yes,33,01/03/2024 11:38:09
Temperature,Yes,33,01/03/2024 11:37:59
Temperature,Yes,82,01/03/2024 11:37:54
Temperature,Yes,17,01/03/2024 11:37:29
Temperature,Yes,32,01/03/2024 11:37:04
Temperature,Yes,31,01/03/2024 11:36:49
Temperature,Yes,18,01/03/2024 11:36:44
Temperature,Yes,64,01/03/2024 11:36:14
Temperature,Yes,83,01/03/2024 11:36:09
Temperature,Yes,90,01/03/2024 11:35:59
Temperature,Yes,18,01/03/2024 11:35:44
Temperature,Yes,91,01/03/2024 11:40:40
Temperature,Yes,94,01/03/2024 11:40:35
Temperature,Yes,7,01/03/2024 11:40:15
Temperature,Yes,20,01/03/2024 11:40:05
Temperature,Yes,5,01/03/2024 11:39:10
Temperature,Yes,33,01/03/2024 11:38:09
Temperature,Yes,33,01/03/2024 11:37:59
Temperature,Yes,82,01/03/2024 11:37:54
Temperature,Yes,17,01/03/2024 11:37:29
Temperature,Yes,32,01/03/2024 11:37:04
Temperature,Yes,31,01/03/2024 11:36:49
Temperature,Yes,18,01/03/2024 11:36:44
Temperature,Yes,89,01/03/2024 11:41:45
Temperature,Yes,10,01/03/2024 11:41:30
Temperature,Yes,4,01/03/2024 11:41:05
Temperature,Yes,91,01/03/2024 11:40:40
Temperature,Yes,94,01/03/2024 11:40:35
Temperature,Yes,7,01/03/2024 11:40:15
Temperature,Yes,20,01/03/2024 11:40:05
Temperature,Yes,5,01/03/2024 11:39:10
Temperature,Yes,33,01/03/2024 11:38:09
Temperature,Yes,33,01/03/2024 11:37:59
Temperature,Yes,82,01/03/2024 11:37:54
Temperature,Yes,17,01/03/2024 11:37:29
Temperature,Yes,4,01/03/2024 11:43:00
Temperature,Yes,99,01/03/2024 11:42:50
Temperature,Yes,24,01/03/2024 11:42:25
Temperature,Yes,22,01/03/2024 11:42:20
Temperature,Yes,4,01/03/2024 11:42:10
Temperature,Yes,77,01/03/2024 11:41:55
Temperature,Yes,89,01/03/2024 11:41:45
Temperature,Yes,10,01/03/2024 11:41:30
Temperature,Yes,4,01/03/2024 11:41:05
Temperature,Yes,91,01/03/2024 11:40:40
Temperature,Yes,94,01/03/2024 11:40:35
Temperature,Yes,7,01/03/2024 11:40:15
Temperature,Yes,20,01/03/2024 11:40:05
Temperature,Yes,5,01/03/2024 11:39:10
Temperature,Yes,0,01/03/2024 11:43:50
Temperature,Yes,4,01/03/2024 11:43:15
Temperature,Yes,99,01/03/2024 11:42:50
Temperature,Yes,24,01/03/2024 11:42:25
Temperature,Yes,22,01/03/2024 11:42:20
Temperature,Yes,4,01/03/2024 11:42:10
Temperature,Yes,77,01/03/2024 11:41:55
Temperature,Yes,89,01/03/2024 11:41:45
Temperature,Yes,10,01/03/2024 11:41:30
Temperature,Yes,4,01/03/2024 11:41:05
Temperature,Yes,91,01/03/2024 11:40:40
Temperature,Yes,94,01/03/2024 11:40:35
Temperature,Yes,7,01/03/2024 11:40:15
Temperature,Yes,20,01/03/2024 11:40:05
Temperature,Yes,12,01/03/2024 11:45:00
Temperature,Yes,95,01/03/2024 11:44:50
Temperature,Yes,12,01/03/2024 11:44:30
Temperature,Yes,87,01/03/2024 11:44:20
Temperature,Yes,6,01/03/2024 11:44:05
Temperature,Yes,83,01/03/2024 11:44:00
Temperature,Yes,0,01/03/2024 11:43:50
Temperature,Yes,4,01/03/2024 11:43:15
Temperature,Yes,99,01/03/2024 11:42:50
Temperature,Yes,24,01/03/2024 11:42:25
Temperature,Yes,22,01/03/2024 11:42:20
Temperature,Yes,4,01/03/2024 11:42:10
Temperature,Yes,77,01/03/2024 11:41:55
Temperature,Yes,89,01/03/2024 11:41:45
Temperature,Yes,10,01/03/2024 11:41:30
Temperature,Yes,4,01/03/2024 11:41:05
Temperature,Yes,91,01/03/2024 11:40:40
Temperature,Yes,94,01/03/2024 11:40:35
Temperature,Yes,90,01/03/2024 11:45:50
Temperature,Yes,77,01/03/2024 11:45:20
Temperature,Yes,27,01/03/2024 11:45:15
Temperature,Yes,12,01/03/2024 11:45:00
Temperature,Yes,81,01/03/2024 11:44:55
Temperature,Yes,95,01/03/2024 11:44:50
Temperature,Yes,12,01/03/2024 11:44:30
Temperature,Yes,87,01/03/2024 11:44:20
Temperature,Yes,6,01/03/2024 11:44:05
Temperature,Yes,83,01/03/2024 11:44:00
Temperature,Yes,0,01/03/2024 11:43:50
Temperature,Yes,4,01/03/2024 11:43:15
Temperature,Yes,99,01/03/2024 11:42:50
Temperature,Yes,24,01/03/2024 11:42:25
Temperature,Yes,22,01/03/2024 11:42:20
Temperature,Yes,4,01/03/2024 11:42:10
Temperature,Yes,77,01/03/2024 11:41:55
Temperature,Yes,89,01/03/2024 11:41:45
Temperature,Yes,10,01/03/2024 11:41:30
Temperature,Yes,16,01/03/2024 11:46:55
Temperature,Yes,5,01/03/2024 11:46:50
Temperature,Yes,85,01/03/2024 11:46:30
Temperature,Yes,2,01/03/2024 11:46:15
Temperature,Yes,77,01/03/2024 11:46:00
Temperature,Yes,90,01/03/2024 11:45:50
Temperature,Yes,77,01/03/2024 11:45:20
Temperature,Yes,27,01/03/2024 11:45:15
Temperature,Yes,12,01/03/2024 11:45:00
Temperature,Yes,95,01/03/2024 11:44:50
Temperature,Yes,12,01/03/2024 11:44:30
Temperature,Yes,87,01/03/2024 11:44:20
Temperature,Yes,6,01/03/2024 11:44:05
Temperature,Yes,83,01/03/2024 11:44:00
Temperature,Yes,0,01/03/2024 11:43:50
Temperature,Yes,4,01/03/2024 11:43:15
Temperature,Yes,99,01/03/2024 11:42:50
Temperature,Yes,24,01/03/2024 11:42:25
Temperature,Yes,80,01/03/2024 11:47:45
Temperature,Yes,12,01/03/2024 11:47:35
Temperature,Yes,77,01/03/2024 11:47:25
Temperature,Yes,76,01/03/2024 11:47:15
Temperature,Yes,16,01/03/2024 11:46:55
Temperature,Yes,5,01/03/2024 11:46:50
Temperature,Yes,85,01/03/2024 11:46:30
Temperature,Yes,2,01/03/2024 11:46:15
Temperature,Yes,77,01/03/2024 11:46:00
Temperature,Yes,90,01/03/2024 11:45:50
Temperature,Yes,77,01/03/2024 11:45:20
Temperature,Yes,27,01/03/2024 11:45:15
Temperature,Yes,12,01/03/2024 11:45:00
Temperature,Yes,95,01/03/2024 11:44:50
Temperature,Yes,12,01/03/2024 11:44:30
Temperature,Yes,87,01/03/2024 11:44:20
Temperature,Yes,6,01/03/2024 11:44:05
Temperature,Yes,83,01/03/2024 11:44:00
Temperature,Yes,0,01/03/2024 11:43:50
Temperature,Yes,73,01/03/2024 11:48:51
Temperature,Yes,87,01/03/2024 11:48:41
Temperature,Yes,18,01/03/2024 11:48:21
Temperature,Yes,97,01/03/2024 11:48:16
Temperature,Yes,80,01/03/2024 11:47:45
Temperature,Yes,12,01/03/2024 11:47:35
Temperature,Yes,77,01/03/2024 11:47:25
Temperature,Yes,76,01/03/2024 11:47:15
Temperature,Yes,16,01/03/2024 11:46:55
Temperature,Yes,5,01/03/2024 11:46:50
Temperature,Yes,85,01/03/2024 11:46:30
Temperature,Yes,2,01/03/2024 11:46:15
Temperature,Yes,77,01/03/2024 11:46:00
Temperature,Yes,90,01/03/2024 11:45:50
Temperature,Yes,77,01/03/2024 11:45:20
Temperature,Yes,27,01/03/2024 11:45:15
Temperature,Yes,12,01/03/2024 11:45:00
Temperature,Yes,95,01/03/2024 11:44:50
Temperature,Yes,12,01/03/2024 11:44:30
