ParameterName,IsSpike,Value,Time
Temperature,Yes,23,01/04/2024 07:38:09
Temperature,Yes,87,01/04/2024 07:37:59
Temperature,Yes,87,01/04/2024 07:37:54
Temperature,Yes,25,01/04/2024 07:37:29
Temperature,Yes,20,01/04/2024 07:37:14
Temperature,Yes,67,01/04/2024 07:37:09
Temperature,Yes,69,01/04/2024 07:36:59
Temperature,Yes,60,01/04/2024 07:36:44
Temperature,Yes,64,01/04/2024 07:36:19
Temperature,Yes,33,01/04/2024 07:36:14
Temperature,Yes,95,01/04/2024 07:35:23
Temperature,Yes,23,01/04/2024 07:40:44
Temperature,Yes,20,01/04/2024 07:40:39
Temperature,Yes,84,01/04/2024 07:40:24
Temperature,Yes,92,01/04/2024 07:40:09
Temperature,Yes,58,01/04/2024 07:39:54
Temperature,Yes,36,01/04/2024 07:39:44
Temperature,Yes,47,01/04/2024 07:39:29
Temperature,Yes,91,01/04/2024 07:39:04
Temperature,Yes,77,01/04/2024 07:38:59
Temperature,Yes,22,01/04/2024 07:38:54
Temperature,Yes,33,01/04/2024 07:38:24
Temperature,Yes,23,01/04/2024 07:38:14
Temperature,Yes,23,01/04/2024 07:38:09
Temperature,Yes,87,01/04/2024 07:37:59
Temperature,Yes,87,01/04/2024 07:37:54
Temperature,Yes,25,01/04/2024 07:37:29
Temperature,Yes,20,01/04/2024 07:37:14
Temperature,Yes,67,01/04/2024 07:37:09
Temperature,Yes,69,01/04/2024 07:36:59
Temperature,Yes,60,01/04/2024 07:36:44
Temperature,Yes,64,01/04/2024 07:36:19
Temperature,Yes,33,01/04/2024 07:36:14
Temperature,Yes,59,01/04/2024 07:41:29
Temperature,Yes,20,01/04/2024 07:41:24
Temperature,Yes,83,01/04/2024 07:41:14
Temperature,Yes,23,01/04/2024 07:40:44
Temperature,Yes,20,01/04/2024 07:40:39
Temperature,Yes,92,01/04/2024 07:40:09
Temperature,Yes,58,01/04/2024 07:39:54
Temperature,Yes,36,01/04/2024 07:39:44
Temperature,Yes,47,01/04/2024 07:39:29
Temperature,Yes,91,01/04/2024 07:39:04
Temperature,Yes,77,01/04/2024 07:38:59
Temperature,Yes,22,01/04/2024 07:38:54
Temperature,Yes,33,01/04/2024 07:38:24
Temperature,Yes,23,01/04/2024 07:38:14
Temperature,Yes,23,01/04/2024 07:38:09
Temperature,Yes,87,01/04/2024 07:37:59
Temperature,Yes,87,01/04/2024 07:37:54
Temperature,Yes,25,01/04/2024 07:37:29
Temperature,Yes,20,01/04/2024 07:37:14
Temperature,Yes,67,01/04/2024 07:37:09
Temperature,Yes,73,01/04/2024 07:42:29
Temperature,Yes,88,01/04/2024 07:42:19
Temperature,Yes,26,01/04/2024 07:41:59
Temperature,Yes,72,01/04/2024 07:41:34
Temperature,Yes,59,01/04/2024 07:41:29
Temperature,Yes,20,01/04/2024 07:41:24
Temperature,Yes,83,01/04/2024 07:41:14
Temperature,Yes,23,01/04/2024 07:40:44
Temperature,Yes,20,01/04/2024 07:40:39
Temperature,Yes,92,01/04/2024 07:40:09
Temperature,Yes,58,01/04/2024 07:39:54
Temperature,Yes,36,01/04/2024 07:39:44
Temperature,Yes,47,01/04/2024 07:39:29
Temperature,Yes,91,01/04/2024 07:39:04
Temperature,Yes,77,01/04/2024 07:38:59
Temperature,Yes,22,01/04/2024 07:38:54
Temperature,Yes,33,01/04/2024 07:38:24
Temperature,Yes,23,01/04/2024 07:38:14
Temperature,Yes,23,01/04/2024 07:38:09
Temperature,Yes,88,01/04/2024 07:43:29
Temperature,Yes,97,01/04/2024 07:43:09
Temperature,Yes,33,01/04/2024 07:43:04
Temperature,Yes,73,01/04/2024 07:42:29
Temperature,Yes,88,01/04/2024 07:42:19
Temperature,Yes,85,01/04/2024 07:42:14
Temperature,Yes,26,01/04/2024 07:41:59
Temperature,Yes,72,01/04/2024 07:41:34
Temperature,Yes,59,01/04/2024 07:41:29
Temperature,Yes,20,01/04/2024 07:41:24
Temperature,Yes,83,01/04/2024 07:41:14
Temperature,Yes,23,01/04/2024 07:40:44
Temperature,Yes,20,01/04/2024 07:40:39
Temperature,Yes,92,01/04/2024 07:40:09
Temperature,Yes,58,01/04/2024 07:39:54
Temperature,Yes,36,01/04/2024 07:39:44
Temperature,Yes,47,01/04/2024 07:39:29
Temperature,Yes,90,01/04/2024 07:44:45
Temperature,Yes,40,01/04/2024 07:43:54
Temperature,Yes,20,01/04/2024 07:43:44
Temperature,Yes,78,01/04/2024 07:43:24
Temperature,Yes,97,01/04/2024 07:43:09
Temperature,Yes,33,01/04/2024 07:43:04
Temperature,Yes,73,01/04/2024 07:42:29
Temperature,Yes,88,01/04/2024 07:42:19
Temperature,Yes,85,01/04/2024 07:42:14
Temperature,Yes,26,01/04/2024 07:41:59
Temperature,Yes,72,01/04/2024 07:41:34
Temperature,Yes,59,01/04/2024 07:41:29
Temperature,Yes,20,01/04/2024 07:41:24
Temperature,Yes,83,01/04/2024 07:41:14
Temperature,Yes,23,01/04/2024 07:40:44
Temperature,Yes,20,01/04/2024 07:40:39
Temperature,Yes,92,01/04/2024 07:40:09
Temperature,Yes,23,01/04/2024 07:45:30
Temperature,Yes,21,01/04/2024 07:45:25
Temperature,Yes,36,01/04/2024 07:44:50
Temperature,Yes,90,01/04/2024 07:44:45
Temperature,Yes,83,01/04/2024 07:44:40
Temperature,Yes,42,01/04/2024 07:44:09
Temperature,Yes,40,01/04/2024 07:43:54
Temperature,Yes,78,01/04/2024 07:43:24
Temperature,Yes,97,01/04/2024 07:43:09
Temperature,Yes,33,01/04/2024 07:43:04
Temperature,Yes,73,01/04/2024 07:42:29
Temperature,Yes,88,01/04/2024 07:42:19
Temperature,Yes,85,01/04/2024 07:42:14
Temperature,Yes,26,01/04/2024 07:41:59
Temperature,Yes,72,01/04/2024 07:41:34
Temperature,Yes,59,01/04/2024 07:41:29
Temperature,Yes,20,01/04/2024 07:41:24
Temperature,Yes,83,01/04/2024 07:41:14
Temperature,Yes,29,01/04/2024 07:46:25
Temperature,Yes,21,01/04/2024 07:46:05
Temperature,Yes,73,01/04/2024 07:45:55
Temperature,Yes,95,01/04/2024 07:45:35
Temperature,Yes,23,01/04/2024 07:45:30
Temperature,Yes,21,01/04/2024 07:45:25
Temperature,Yes,36,01/04/2024 07:44:50
Temperature,Yes,90,01/04/2024 07:44:45
Temperature,Yes,83,01/04/2024 07:44:40
Temperature,Yes,42,01/04/2024 07:44:09
Temperature,Yes,40,01/04/2024 07:43:54
Temperature,Yes,78,01/04/2024 07:43:24
Temperature,Yes,97,01/04/2024 07:43:09
Temperature,Yes,33,01/04/2024 07:43:04
Temperature,Yes,73,01/04/2024 07:42:29
Temperature,Yes,88,01/04/2024 07:42:19
Temperature,Yes,85,01/04/2024 07:42:14
Temperature,Yes,47,01/04/2024 07:47:10
Temperature,Yes,23,01/04/2024 07:47:05
Temperature,Yes,90,01/04/2024 07:46:35
Temperature,Yes,29,01/04/2024 07:46:25
Temperature,Yes,21,01/04/2024 07:46:05
Temperature,Yes,73,01/04/2024 07:45:55
Temperature,Yes,95,01/04/2024 07:45:35
Temperature,Yes,23,01/04/2024 07:45:30
Temperature,Yes,21,01/04/2024 07:45:25
Temperature,Yes,36,01/04/2024 07:44:50
Temperature,Yes,90,01/04/2024 07:44:45
Temperature,Yes,83,01/04/2024 07:44:40
Temperature,Yes,42,01/04/2024 07:44:09
Temperature,Yes,40,01/04/2024 07:43:54
Temperature,Yes,78,01/04/2024 07:43:24
Temperature,Yes,97,01/04/2024 07:43:09
Temperature,Yes,83,01/04/2024 07:48:20
Temperature,Yes,24,01/04/2024 07:47:50
Temperature,Yes,90,01/04/2024 07:47:45
Temperature,Yes,47,01/04/2024 07:47:10
Temperature,Yes,23,01/04/2024 07:47:05
Temperature,Yes,90,01/04/2024 07:46:35
Temperature,Yes,29,01/04/2024 07:46:25
Temperature,Yes,21,01/04/2024 07:46:05
Temperature,Yes,73,01/04/2024 07:45:55
Temperature,Yes,95,01/04/2024 07:45:35
Temperature,Yes,23,01/04/2024 07:45:30
Temperature,Yes,21,01/04/2024 07:45:25
Temperature,Yes,36,01/04/2024 07:44:50
Temperature,Yes,90,01/04/2024 07:44:45
Temperature,Yes,83,01/04/2024 07:44:40
Temperature,Yes,42,01/04/2024 07:44:09
Temperature,Yes,21,01/04/2024 07:50:45
Temperature,Yes,32,01/04/2024 07:50:15
Temperature,Yes,86,01/04/2024 07:49:55
Temperature,Yes,99,01/04/2024 07:49:30
Temperature,Yes,32,01/04/2024 07:49:25
Temperature,Yes,43,01/04/2024 07:49:20
Temperature,Yes,33,01/04/2024 07:48:55
Temperature,Yes,74,01/04/2024 07:48:35
Temperature,Yes,76,01/04/2024 07:48:25
Temperature,Yes,83,01/04/2024 07:48:20
Temperature,Yes,24,01/04/2024 07:47:50
Temperature,Yes,90,01/04/2024 07:47:45
Temperature,Yes,47,01/04/2024 07:47:10
Temperature,Yes,23,01/04/2024 07:47:05
Temperature,Yes,90,01/04/2024 07:46:35
Temperature,Yes,29,01/04/2024 07:46:25
Temperature,Yes,39,01/04/2024 07:51:10
Temperature,Yes,92,01/04/2024 07:50:55
Temperature,Yes,21,01/04/2024 07:50:45
Temperature,Yes,86,01/04/2024 07:49:55
Temperature,Yes,99,01/04/2024 07:49:30
Temperature,Yes,32,01/04/2024 07:49:25
Temperature,Yes,43,01/04/2024 07:49:20
Temperature,Yes,33,01/04/2024 07:48:55
Temperature,Yes,74,01/04/2024 07:48:35
Temperature,Yes,76,01/04/2024 07:48:25
Temperature,Yes,83,01/04/2024 07:48:20
Temperature,Yes,24,01/04/2024 07:47:50
Temperature,Yes,90,01/04/2024 07:47:45
Temperature,Yes,47,01/04/2024 07:47:10
Temperature,Yes,47,01/04/2024 07:52:40
Temperature,Yes,61,01/04/2024 07:52:25
Temperature,Yes,35,01/04/2024 07:52:10
Temperature,Yes,95,01/04/2024 07:51:45
Temperature,Yes,65,01/04/2024 07:51:20
Temperature,Yes,39,01/04/2024 07:51:10
Temperature,Yes,21,01/04/2024 07:50:45
Temperature,Yes,86,01/04/2024 07:49:55
Temperature,Yes,99,01/04/2024 07:49:30
Temperature,Yes,32,01/04/2024 07:49:25
Temperature,Yes,43,01/04/2024 07:49:20
Temperature,Yes,33,01/04/2024 07:48:55
Temperature,Yes,74,01/04/2024 07:48:35
Temperature,Yes,76,01/04/2024 07:48:25
Temperature,Yes,83,01/04/2024 07:48:20
Temperature,Yes,38,01/04/2024 07:53:41
Temperature,Yes,29,01/04/2024 07:53:16
Temperature,Yes,77,01/04/2024 07:52:56
Temperature,Yes,61,01/04/2024 07:52:25
Temperature,Yes,35,01/04/2024 07:52:10
Temperature,Yes,95,01/04/2024 07:51:45
Temperature,Yes,65,01/04/2024 07:51:20
Temperature,Yes,39,01/04/2024 07:51:10
Temperature,Yes,21,01/04/2024 07:50:45
Temperature,Yes,86,01/04/2024 07:49:55
Temperature,Yes,99,01/04/2024 07:49:30
Temperature,Yes,32,01/04/2024 07:49:25
Temperature,Yes,43,01/04/2024 07:49:20
Temperature,Yes,40,01/04/2024 07:54:26
Temperature,Yes,94,01/04/2024 07:54:21
Temperature,Yes,38,01/04/2024 07:53:41
Temperature,Yes,29,01/04/2024 07:53:16
Temperature,Yes,96,01/04/2024 07:53:11
Temperature,Yes,77,01/04/2024 07:52:56
Temperature,Yes,61,01/04/2024 07:52:25
Temperature,Yes,35,01/04/2024 07:52:10
Temperature,Yes,95,01/04/2024 07:51:45
Temperature,Yes,65,01/04/2024 07:51:20
Temperature,Yes,39,01/04/2024 07:51:10
Temperature,Yes,21,01/04/2024 07:50:45
Temperature,Yes,46,01/04/2024 07:55:41
Temperature,Yes,43,01/04/2024 07:55:36
Temperature,Yes,24,01/04/2024 07:55:26
Temperature,Yes,31,01/04/2024 07:55:11
Temperature,Yes,88,01/04/2024 07:54:56
Temperature,Yes,94,01/04/2024 07:54:21
Temperature,Yes,38,01/04/2024 07:53:41
Temperature,Yes,29,01/04/2024 07:53:16
Temperature,Yes,96,01/04/2024 07:53:11
Temperature,Yes,77,01/04/2024 07:52:56
Temperature,Yes,61,01/04/2024 07:52:25
Temperature,Yes,35,01/04/2024 07:52:10
Temperature,Yes,95,01/04/2024 07:51:45
Temperature,Yes,65,01/04/2024 07:51:20
Temperature,Yes,39,01/04/2024 07:51:10
Temperature,Yes,96,01/04/2024 07:56:26
Temperature,Yes,95,01/04/2024 07:56:21
Temperature,Yes,46,01/04/2024 07:55:41
Temperature,Yes,43,01/04/2024 07:55:36
Temperature,Yes,24,01/04/2024 07:55:26
Temperature,Yes,31,01/04/2024 07:55:11
Temperature,Yes,88,01/04/2024 07:54:56
Temperature,Yes,94,01/04/2024 07:54:21
Temperature,Yes,38,01/04/2024 07:53:41
Temperature,Yes,29,01/04/2024 07:53:16
Temperature,Yes,96,01/04/2024 07:53:11
Temperature,Yes,77,01/04/2024 07:52:56
Temperature,Yes,61,01/04/2024 07:52:25
Temperature,Yes,35,01/04/2024 07:52:10
Temperature,Yes,93,01/04/2024 07:57:46
Temperature,Yes,40,01/04/2024 07:57:26
Temperature,Yes,40,01/04/2024 07:57:16
Temperature,Yes,83,01/04/2024 07:57:01
Temperature,Yes,78,01/04/2024 07:56:56
Temperature,Yes,20,01/04/2024 07:56:51
Temperature,Yes,96,01/04/2024 07:56:26
Temperature,Yes,95,01/04/2024 07:56:21
Temperature,Yes,46,01/04/2024 07:55:41
Temperature,Yes,43,01/04/2024 07:55:36
Temperature,Yes,24,01/04/2024 07:55:26
Temperature,Yes,31,01/04/2024 07:55:11
Temperature,Yes,88,01/04/2024 07:54:56
Temperature,Yes,94,01/04/2024 07:54:21
Temperature,Yes,38,01/04/2024 07:53:41
Temperature,Yes,29,01/04/2024 07:53:16
Temperature,Yes,96,01/04/2024 07:53:11
Temperature,Yes,36,01/04/2024 07:58:46
Temperature,Yes,44,01/04/2024 07:58:26
Temperature,Yes,92,01/04/2024 07:58:21
Temperature,Yes,93,01/04/2024 07:57:46
Temperature,Yes,40,01/04/2024 07:57:26
Temperature,Yes,83,01/04/2024 07:57:01
Temperature,Yes,78,01/04/2024 07:56:56
Temperature,Yes,20,01/04/2024 07:56:51
Temperature,Yes,96,01/04/2024 07:56:26
Temperature,Yes,95,01/04/2024 07:56:21
Temperature,Yes,46,01/04/2024 07:55:41
Temperature,Yes,43,01/04/2024 07:55:36
Temperature,Yes,24,01/04/2024 07:55:26
Temperature,Yes,31,01/04/2024 07:55:11
Temperature,Yes,88,01/04/2024 07:54:56
Temperature,Yes,94,01/04/2024 07:54:21
Temperature,Yes,71,01/04/2024 07:59:26
Temperature,Yes,85,01/04/2024 07:59:06
Temperature,Yes,97,01/04/2024 07:59:01
Temperature,Yes,36,01/04/2024 07:58:46
Temperature,Yes,46,01/04/2024 07:58:31
Temperature,Yes,93,01/04/2024 07:57:46
Temperature,Yes,40,01/04/2024 07:57:26
Temperature,Yes,83,01/04/2024 07:57:01
Temperature,Yes,78,01/04/2024 07:56:56
Temperature,Yes,20,01/04/2024 07:56:51
Temperature,Yes,96,01/04/2024 07:56:26
Temperature,Yes,95,01/04/2024 07:56:21
Temperature,Yes,46,01/04/2024 07:55:41
Temperature,Yes,43,01/04/2024 07:55:36
Temperature,Yes,24,01/04/2024 07:55:26
Temperature,Yes,31,01/04/2024 07:55:11
Temperature,Yes,29,01/04/2024 08:01:27
Temperature,Yes,20,01/04/2024 08:01:22
Temperature,Yes,53,01/04/2024 08:00:41
Temperature,Yes,39,01/04/2024 08:00:31
Temperature,Yes,69,01/04/2024 08:00:01
Temperature,Yes,40,01/04/2024 07:59:56
Temperature,Yes,20,01/04/2024 07:59:51
Temperature,Yes,71,01/04/2024 07:59:26
Temperature,Yes,85,01/04/2024 07:59:06
Temperature,Yes,97,01/04/2024 07:59:01
Temperature,Yes,36,01/04/2024 07:58:46
Temperature,Yes,46,01/04/2024 07:58:31
Temperature,Yes,93,01/04/2024 07:57:46
Temperature,Yes,40,01/04/2024 07:57:26
Temperature,Yes,54,01/04/2024 08:02:17
Temperature,Yes,89,01/04/2024 08:02:12
Temperature,Yes,39,01/04/2024 08:02:07
Temperature,Yes,39,01/04/2024 08:02:02
Temperature,Yes,98,01/04/2024 08:01:57
Temperature,Yes,29,01/04/2024 08:01:27
Temperature,Yes,20,01/04/2024 08:01:22
Temperature,Yes,53,01/04/2024 08:00:41
Temperature,Yes,39,01/04/2024 08:00:31
Temperature,Yes,69,01/04/2024 08:00:01
Temperature,Yes,40,01/04/2024 07:59:56
Temperature,Yes,20,01/04/2024 07:59:51
Temperature,Yes,71,01/04/2024 07:59:26
Temperature,Yes,85,01/04/2024 07:59:06
Temperature,Yes,97,01/04/2024 07:59:01
Temperature,Yes,36,01/04/2024 07:58:46
Temperature,Yes,46,01/04/2024 07:58:31
Temperature,Yes,68,01/04/2024 08:03:47
Temperature,Yes,25,01/04/2024 08:03:37
Temperature,Yes,97,01/04/2024 08:03:17
Temperature,Yes,56,01/04/2024 08:02:47
Temperature,Yes,54,01/04/2024 08:02:17
Temperature,Yes,89,01/04/2024 08:02:12
Temperature,Yes,39,01/04/2024 08:02:07
Temperature,Yes,39,01/04/2024 08:02:02
Temperature,Yes,98,01/04/2024 08:01:57
Temperature,Yes,29,01/04/2024 08:01:27
Temperature,Yes,20,01/04/2024 08:01:22
Temperature,Yes,53,01/04/2024 08:00:41
Temperature,Yes,39,01/04/2024 08:00:31
Temperature,Yes,69,01/04/2024 08:00:01
Temperature,Yes,40,01/04/2024 07:59:56
Temperature,Yes,20,01/04/2024 07:59:51
Temperature,Yes,71,01/04/2024 07:59:26
Temperature,Yes,46,01/04/2024 08:04:07
Temperature,Yes,38,01/04/2024 08:04:02
Temperature,Yes,33,01/04/2024 08:03:57
Temperature,Yes,96,01/04/2024 08:03:22
Temperature,Yes,97,01/04/2024 08:03:17
Temperature,Yes,56,01/04/2024 08:02:47
Temperature,Yes,54,01/04/2024 08:02:17
Temperature,Yes,89,01/04/2024 08:02:12
Temperature,Yes,39,01/04/2024 08:02:07
Temperature,Yes,39,01/04/2024 08:02:02
Temperature,Yes,98,01/04/2024 08:01:57
Temperature,Yes,29,01/04/2024 08:01:27
Temperature,Yes,20,01/04/2024 08:01:22
Temperature,Yes,53,01/04/2024 08:00:41
Temperature,Yes,39,01/04/2024 08:00:31
Temperature,Yes,53,01/04/2024 08:05:42
Temperature,Yes,42,01/04/2024 08:05:37
Temperature,Yes,71,01/04/2024 08:05:22
Temperature,Yes,78,01/04/2024 08:05:07
Temperature,Yes,79,01/04/2024 08:04:47
Temperature,Yes,89,01/04/2024 08:04:42
Temperature,Yes,46,01/04/2024 08:04:07
Temperature,Yes,38,01/04/2024 08:04:02
Temperature,Yes,20,01/04/2024 08:03:27
Temperature,Yes,96,01/04/2024 08:03:22
Temperature,Yes,97,01/04/2024 08:03:17
Temperature,Yes,54,01/04/2024 08:02:17
Temperature,Yes,89,01/04/2024 08:02:12
Temperature,Yes,39,01/04/2024 08:02:07
Temperature,Yes,98,01/04/2024 08:01:57
Temperature,Yes,29,01/04/2024 08:01:27
Temperature,Yes,20,01/04/2024 08:01:22
Temperature,Yes,89,01/04/2024 08:01:12
Temperature,Yes,98,01/04/2024 08:06:42
Temperature,Yes,24,01/04/2024 08:06:37
Temperature,Yes,58,01/04/2024 08:06:02
Temperature,Yes,53,01/04/2024 08:05:42
Temperature,Yes,42,01/04/2024 08:05:37
Temperature,Yes,71,01/04/2024 08:05:22
Temperature,Yes,78,01/04/2024 08:05:07
Temperature,Yes,79,01/04/2024 08:04:47
Temperature,Yes,89,01/04/2024 08:04:42
Temperature,Yes,46,01/04/2024 08:04:07
Temperature,Yes,38,01/04/2024 08:04:02
Temperature,Yes,20,01/04/2024 08:03:27
Temperature,Yes,96,01/04/2024 08:03:22
Temperature,Yes,97,01/04/2024 08:03:17
Temperature,Yes,54,01/04/2024 08:02:17
Temperature,Yes,89,01/04/2024 08:02:12
Temperature,Yes,43,01/04/2024 08:07:47
Temperature,Yes,36,01/04/2024 08:07:22
Temperature,Yes,20,01/04/2024 08:07:17
Temperature,Yes,81,01/04/2024 08:06:52
Temperature,Yes,98,01/04/2024 08:06:42
Temperature,Yes,24,01/04/2024 08:06:37
Temperature,Yes,58,01/04/2024 08:06:02
Temperature,Yes,53,01/04/2024 08:05:42
Temperature,Yes,42,01/04/2024 08:05:37
Temperature,Yes,71,01/04/2024 08:05:22
Temperature,Yes,78,01/04/2024 08:05:07
Temperature,Yes,79,01/04/2024 08:04:47
Temperature,Yes,89,01/04/2024 08:04:42
Temperature,Yes,46,01/04/2024 08:04:07
Temperature,Yes,38,01/04/2024 08:04:02
Temperature,Yes,20,01/04/2024 08:03:27
Temperature,Yes,96,01/04/2024 08:03:22
Temperature,Yes,97,01/04/2024 08:03:17
Temperature,Yes,86,01/04/2024 08:08:32
Temperature,Yes,41,01/04/2024 08:08:22
Temperature,Yes,99,01/04/2024 08:08:17
Temperature,Yes,36,01/04/2024 08:07:22
Temperature,Yes,20,01/04/2024 08:07:17
Temperature,Yes,81,01/04/2024 08:06:52
Temperature,Yes,98,01/04/2024 08:06:42
Temperature,Yes,24,01/04/2024 08:06:37
Temperature,Yes,58,01/04/2024 08:06:02
Temperature,Yes,53,01/04/2024 08:05:42
Temperature,Yes,42,01/04/2024 08:05:37
Temperature,Yes,71,01/04/2024 08:05:22
Temperature,Yes,78,01/04/2024 08:05:07
Temperature,Yes,79,01/04/2024 08:04:47
Temperature,Yes,89,01/04/2024 08:04:42
Temperature,Yes,21,01/04/2024 08:09:43
Temperature,Yes,88,01/04/2024 08:09:28
Temperature,Yes,99,01/04/2024 08:09:23
Temperature,Yes,39,01/04/2024 08:09:13
Temperature,Yes,86,01/04/2024 08:08:32
Temperature,Yes,41,01/04/2024 08:08:22
Temperature,Yes,99,01/04/2024 08:08:17
Temperature,Yes,36,01/04/2024 08:07:22
Temperature,Yes,20,01/04/2024 08:07:17
Temperature,Yes,81,01/04/2024 08:06:52
Temperature,Yes,98,01/04/2024 08:06:42
Temperature,Yes,24,01/04/2024 08:06:37
Temperature,Yes,58,01/04/2024 08:06:02
Temperature,Yes,53,01/04/2024 08:05:42
Temperature,Yes,42,01/04/2024 08:05:37
Temperature,Yes,71,01/04/2024 08:05:22
Temperature,Yes,95,01/04/2024 08:10:48
Temperature,Yes,93,01/04/2024 08:10:23
Temperature,Yes,91,01/04/2024 08:10:13
Temperature,Yes,21,01/04/2024 08:09:43
Temperature,Yes,88,01/04/2024 08:09:28
Temperature,Yes,99,01/04/2024 08:09:23
Temperature,Yes,39,01/04/2024 08:09:13
Temperature,Yes,86,01/04/2024 08:08:32
Temperature,Yes,41,01/04/2024 08:08:22
Temperature,Yes,99,01/04/2024 08:08:17
Temperature,Yes,36,01/04/2024 08:07:22
Temperature,Yes,20,01/04/2024 08:07:17
Temperature,Yes,81,01/04/2024 08:06:52
Temperature,Yes,98,01/04/2024 08:06:42
Temperature,Yes,24,01/04/2024 08:06:37
Temperature,Yes,27,01/04/2024 08:11:38
Temperature,Yes,81,01/04/2024 08:11:23
Temperature,Yes,97,01/04/2024 08:11:13
Temperature,Yes,25,01/04/2024 08:11:03
Temperature,Yes,25,01/04/2024 08:10:53
Temperature,Yes,93,01/04/2024 08:10:23
Temperature,Yes,22,01/04/2024 08:10:18
Temperature,Yes,91,01/04/2024 08:10:13
Temperature,Yes,21,01/04/2024 08:09:43
Temperature,Yes,88,01/04/2024 08:09:28
Temperature,Yes,99,01/04/2024 08:09:23
Temperature,Yes,39,01/04/2024 08:09:13
Temperature,Yes,86,01/04/2024 08:08:32
Temperature,Yes,41,01/04/2024 08:08:22
Temperature,Yes,99,01/04/2024 08:08:17
Temperature,Yes,36,01/04/2024 08:07:22
Temperature,Yes,20,01/04/2024 08:07:17
Temperature,Yes,66,01/04/2024 08:12:18
Temperature,Yes,68,01/04/2024 08:12:13
Temperature,Yes,88,01/04/2024 08:11:58
Temperature,Yes,32,01/04/2024 08:11:48
Temperature,Yes,27,01/04/2024 08:11:38
Temperature,Yes,22,01/04/2024 08:11:33
Temperature,Yes,81,01/04/2024 08:11:23
Temperature,Yes,97,01/04/2024 08:11:13
Temperature,Yes,25,01/04/2024 08:11:03
Temperature,Yes,25,01/04/2024 08:10:53
Temperature,Yes,93,01/04/2024 08:10:23
Temperature,Yes,22,01/04/2024 08:10:18
Temperature,Yes,91,01/04/2024 08:10:13
Temperature,Yes,21,01/04/2024 08:09:43
Temperature,Yes,88,01/04/2024 08:09:28
Temperature,Yes,99,01/04/2024 08:09:23
Temperature,Yes,39,01/04/2024 08:09:13
Temperature,Yes,86,01/04/2024 08:08:32
Temperature,Yes,41,01/04/2024 08:08:22
Temperature,Yes,99,01/04/2024 08:08:17
Temperature,Yes,53,01/04/2024 08:13:48
Temperature,Yes,31,01/04/2024 08:13:38
Temperature,Yes,86,01/04/2024 08:13:28
Temperature,Yes,21,01/04/2024 08:13:03
Temperature,Yes,66,01/04/2024 08:12:18
Temperature,Yes,68,01/04/2024 08:12:13
Temperature,Yes,88,01/04/2024 08:11:58
Temperature,Yes,32,01/04/2024 08:11:48
Temperature,Yes,27,01/04/2024 08:11:38
Temperature,Yes,22,01/04/2024 08:11:33
Temperature,Yes,81,01/04/2024 08:11:23
Temperature,Yes,97,01/04/2024 08:11:13
Temperature,Yes,25,01/04/2024 08:11:03
Temperature,Yes,25,01/04/2024 08:10:53
Temperature,Yes,93,01/04/2024 08:10:23
Temperature,Yes,22,01/04/2024 08:10:18
Temperature,Yes,91,01/04/2024 08:10:13
Temperature,Yes,21,01/04/2024 08:09:43
Temperature,Yes,88,01/04/2024 08:09:28
Temperature,Yes,99,01/04/2024 08:09:23
Temperature,Yes,39,01/04/2024 08:09:13
Temperature,Yes,87,01/04/2024 08:14:48
Temperature,Yes,48,01/04/2024 08:14:38
Temperature,Yes,35,01/04/2024 08:14:33
Temperature,Yes,82,01/04/2024 08:14:18
Temperature,Yes,88,01/04/2024 08:14:08
Temperature,Yes,53,01/04/2024 08:13:48
Temperature,Yes,31,01/04/2024 08:13:38
Temperature,Yes,86,01/04/2024 08:13:28
Temperature,Yes,21,01/04/2024 08:13:03
Temperature,Yes,66,01/04/2024 08:12:18
Temperature,Yes,68,01/04/2024 08:12:13
Temperature,Yes,88,01/04/2024 08:11:58
Temperature,Yes,32,01/04/2024 08:11:48
Temperature,Yes,27,01/04/2024 08:11:38
Temperature,Yes,22,01/04/2024 08:11:33
Temperature,Yes,81,01/04/2024 08:11:23
Temperature,Yes,97,01/04/2024 08:11:13
Temperature,Yes,25,01/04/2024 08:11:03
Temperature,Yes,25,01/04/2024 08:10:53
Temperature,Yes,93,01/04/2024 08:10:23
Temperature,Yes,22,01/04/2024 08:10:18
Temperature,Yes,91,01/04/2024 08:10:13
Temperature,Yes,51,01/04/2024 08:15:33
Temperature,Yes,23,01/04/2024 08:15:18
Temperature,Yes,83,01/04/2024 08:15:13
Temperature,Yes,87,01/04/2024 08:14:48
Temperature,Yes,48,01/04/2024 08:14:38
Temperature,Yes,35,01/04/2024 08:14:33
Temperature,Yes,82,01/04/2024 08:14:18
Temperature,Yes,88,01/04/2024 08:14:08
Temperature,Yes,53,01/04/2024 08:13:48
Temperature,Yes,31,01/04/2024 08:13:38
Temperature,Yes,86,01/04/2024 08:13:28
Temperature,Yes,21,01/04/2024 08:13:03
Temperature,Yes,66,01/04/2024 08:12:18
Temperature,Yes,68,01/04/2024 08:12:13
Temperature,Yes,88,01/04/2024 08:11:58
Temperature,Yes,32,01/04/2024 08:11:48
Temperature,Yes,27,01/04/2024 08:11:38
Temperature,Yes,22,01/04/2024 08:11:33
Temperature,Yes,81,01/04/2024 08:11:23
Temperature,Yes,97,01/04/2024 08:11:13
